,time,latitude,longitude,u10,v10,cdww,mwp,pp1d,shww,dwww,wsk,wsp,wss
316069,2021/5/25 17:00,35.0,120.0,2.01365699,8.076078242,--,--,--,--,--,--,--,--
316070,2021/5/25 17:00,35.0,120.25,1.36413625,8.623747714,--,--,--,--,--,--,--,--
316071,2021/5/25 17:00,35.0,120.5,1.025490639,9.074361837,--,--,--,--,--,--,--,--
316072,2021/5/25 17:00,35.0,120.75,0.88162411,9.336873448,--,--,--,--,--,--,--,--
316073,2021/5/25 17:00,35.0,121.0,0.815283512,9.340570795,--,--,--,--,--,--,--,--
316074,2021/5/25 17:00,35.0,121.25,0.591576844,9.249985802,--,--,--,--,--,--,--,--
316075,2021/5/25 17:00,35.0,121.5,0.332771371,9.121040838,--,--,--,--,--,--,--,--
316076,2021/5/25 17:00,35.0,121.75,0.126035554,8.9902472,--,--,--,--,--,--,--,--
316077,2021/5/25 17:00,35.0,122.0,0.089779646,8.884872821,--,--,--,--,--,--,--,--
316078,2021/5/25 17:00,35.0,122.25,0.117164428,8.657023834,--,--,--,--,--,--,--,--
316079,2021/5/25 17:00,35.0,122.5,0.200090175,8.411150282,--,--,--,--,--,--,--,--
316080,2021/5/25 17:00,35.0,122.75,0.271444888,8.1014975,--,--,--,--,--,--,--,--
316081,2021/5/25 17:00,35.0,123.0,0.299601072,7.671680953,--,--,--,--,--,--,--,--
316082,2021/5/25 17:00,35.0,123.25,0.29882967,7.24879693,--,--,--,--,--,--,--,--
316083,2021/5/25 17:00,35.0,123.5,0.269516382,6.756587658,--,--,--,--,--,--,--,--
316084,2021/5/25 17:00,35.0,123.75,0.271444888,6.277319099,--,--,--,--,--,--,--,--
316085,2021/5/25 17:00,35.0,124.0,0.344728107,5.887711196,--,--,--,--,--,--,--,--
316086,2021/5/25 17:00,35.0,124.25,0.54992112,5.325252337,--,--,--,--,--,--,--,--
316087,2021/5/25 17:00,35.0,124.5,0.845753903,4.844597273,--,--,--,--,--,--,--,--
