,time,latitude,longitude,u10,v10,cdww,mwp,pp1d,shww,dwww,wsk,wsp,wss
377897,2021/5/30 13:00,35.0,120.0,-5.801805444,0.957299443,--,--,--,--,--,--,--,--
377898,2021/5/30 13:00,35.0,120.25,-5.53914296,0.669368573,--,--,--,--,--,--,--,--
377899,2021/5/30 13:00,35.0,120.5,-5.022689118,0.280685007,--,--,--,--,--,--,--,--
377900,2021/5/30 13:00,35.0,120.75,-4.355426126,-0.113082411,--,--,--,--,--,--,--,--
377901,2021/5/30 13:00,35.0,121.0,-3.574381294,-0.522101384,--,--,--,--,--,--,--,--
377902,2021/5/30 13:00,35.0,121.25,-2.871248095,-0.713439073,--,--,--,--,--,--,--,--
377903,2021/5/30 13:00,35.0,121.5,-2.129159079,-0.773983124,--,--,--,--,--,--,--,--
377904,2021/5/30 13:00,35.0,121.75,-1.288330569,-0.608064693,--,--,--,--,--,--,--,--
377905,2021/5/30 13:00,35.0,122.0,-0.341819943,-0.119552768,--,--,--,--,--,--,--,--
377906,2021/5/30 13:00,35.0,122.25,0.567277671,0.51500435,--,--,--,--,--,--,--,--
377907,2021/5/30 13:00,35.0,122.5,1.301652664,1.295144493,--,--,--,--,--,--,--,--
377908,2021/5/30 13:00,35.0,122.75,1.925717127,2.105787745,--,--,--,--,--,--,--,--
377909,2021/5/30 13:00,35.0,123.0,2.444099475,2.9543288,--,--,--,--,--,--,--,--
377910,2021/5/30 13:00,35.0,123.25,2.783902189,3.928117473,--,--,--,--,--,--,--,--
377911,2021/5/30 13:00,35.0,123.5,3.02535111,4.845983778,--,--,--,--,--,--,--,--
377912,2021/5/30 13:00,35.0,123.75,3.068163938,5.7592284,--,--,--,--,--,--,--,--
377913,2021/5/30 13:00,35.0,124.0,2.856414006,6.635037387,--,--,--,--,--,--,--,--
377914,2021/5/30 13:00,35.0,124.25,2.340731566,7.327365546,--,--,--,--,--,--,--,--
377915,2021/5/30 13:00,35.0,124.5,1.663826045,7.819574818,--,--,--,--,--,--,--,--
377916,2021/5/30 13:00,35.0,124.75,0.910937397,8.14309265,--,--,--,--,--,--,--,--
377917,2021/5/30 13:00,35.0,125.0,0.210889807,8.23182897,--,--,--,--,--,--,--,--
377918,2021/5/30 13:00,35.0,125.25,-0.417031667,8.078389084,--,--,--,--,--,--,--,--
377919,2021/5/30 13:00,35.0,125.5,-0.914200452,7.933730396,--,--,--,--,--,--,--,--
377920,2021/5/30 13:00,35.0,125.75,-1.209261833,7.54227382,--,--,--,--,--,--,--,--
377921,2021/5/30 13:00,35.0,126.0,-1.190748177,6.730706231,--,--,--,--,--,--,--,--
377922,2021/5/30 13:00,35.0,126.25,-1.392855581,5.156560896,--,--,--,--,--,--,--,--
377923,2021/5/30 13:00,35.0,126.5,-1.680974341,3.720141724,--,--,--,--,--,--,--,--
377924,2021/5/30 13:00,35.0,126.75,-1.832169192,2.548082837,--,--,--,--,--,--,--,--
377925,2021/5/30 13:00,35.0,127.0,-1.660146479,2.015202752,--,--,--,--,--,--,--,--
377926,2021/5/30 13:00,35.0,127.25,-1.306844224,0.897679728,--,--,--,--,--,--,--,--
377927,2021/5/30 13:00,35.0,127.5,-1.335000408,0.7973892,--,--,--,--,--,--,--,--
377928,2021/5/30 13:00,35.0,127.75,-1.254003166,1.14078027,--,--,--,--,--,--,--,--
377929,2021/5/30 13:00,35.0,128.0,-0.580183254,1.44257619,--,--,--,--,--,--,--,--
377930,2021/5/30 13:00,35.0,128.25,-0.971669923,1.036330227,--,--,--,--,--,--,--,--
377931,2021/5/30 13:00,35.0,128.5,-1.986449653,0.946669571,--,--,--,--,--,--,--,--
377932,2021/5/30 13:00,35.0,128.75,-2.972687498,0.774742952,--,--,--,--,--,--,--,--
377933,2021/5/30 13:00,35.0,129.0,-3.40544419,0.222913965,--,--,--,--,--,--,--,--
377934,2021/5/30 13:00,35.0,129.25,-3.570524282,0.079641783,--,--,--,--,--,--,--,--
