,time,latitude,longitude,u10,v10,cdww,mwp,pp1d,shww,dwww,wsk,wsp,wss
353379,2021/5/28 15:00,35.0,120.0,-1.207333327,5.124209113,--,--,--,--,--,--,--,--
353380,2021/5/28 15:00,35.0,120.25,-1.127107487,4.56868278,--,--,--,--,--,--,--,--
353381,2021/5/28 15:00,35.0,120.5,-1.429111489,4.083406032,--,--,--,--,--,--,--,--
353382,2021/5/28 15:00,35.0,120.75,-1.888867262,3.656362495,--,--,--,--,--,--,--,--
353383,2021/5/28 15:00,35.0,121.0,-2.385264644,3.234864977,--,--,--,--,--,--,--,--
353384,2021/5/28 15:00,35.0,121.25,-2.259911769,3.100836161,--,--,--,--,--,--,--,--
353385,2021/5/28 15:00,35.0,121.5,-1.772771215,2.946471939,--,--,--,--,--,--,--,--
353386,2021/5/28 15:00,35.0,121.75,-0.925000084,2.698749713,--,--,--,--,--,--,--,--
353387,2021/5/28 15:00,35.0,122.0,0.242903003,2.273554849,--,--,--,--,--,--,--,--
353388,2021/5/28 15:00,35.0,122.25,1.609827884,1.602024264,--,--,--,--,--,--,--,--
353389,2021/5/28 15:00,35.0,122.5,2.800487339,1.009986633,--,--,--,--,--,--,--,--
353390,2021/5/28 15:00,35.0,122.75,3.64825847,0.543196619,--,--,--,--,--,--,--,--
353391,2021/5/28 15:00,35.0,123.0,4.018145874,0.223838302,--,--,--,--,--,--,--,--
353392,2021/5/28 15:00,35.0,123.25,4.146970059,0.274676818,--,--,--,--,--,--,--,--
353393,2021/5/28 15:00,35.0,123.5,4.184383071,0.288541868,--,--,--,--,--,--,--,--
353394,2021/5/28 15:00,35.0,123.75,4.236838427,0.191948687,--,--,--,--,--,--,--,--
353395,2021/5/28 15:00,35.0,124.0,4.430460405,-0.137577333,--,--,--,--,--,--,--,--
353396,2021/5/28 15:00,35.0,124.25,4.651852866,-0.795705036,--,--,--,--,--,--,--,--
353397,2021/5/28 15:00,35.0,124.5,4.996669696,-1.540720385,--,--,--,--,--,--,--,--
353398,2021/5/28 15:00,35.0,124.75,5.32297287,-2.18729388,--,--,--,--,--,--,--,--
353399,2021/5/28 15:00,35.0,125.0,5.484967354,-2.564885406,--,--,--,--,--,--,--,--
353400,2021/5/28 15:00,35.0,125.25,5.778100229,-2.699838559,--,--,--,--,--,--,--,--
353401,2021/5/28 15:00,35.0,125.5,6.026106069,-2.744668887,--,--,--,--,--,--,--,--
353402,2021/5/28 15:00,35.0,125.75,6.19388607,-2.690133024,--,--,--,--,--,--,--,--
353403,2021/5/28 15:00,35.0,126.0,6.253669749,-2.520979415,--,--,--,--,--,--,--,--
353404,2021/5/28 15:00,35.0,126.25,5.337629514,-2.148009572,--,--,--,--,--,--,--,--
353405,2021/5/28 15:00,35.0,126.5,4.510300544,-1.627608031,--,--,--,--,--,--,--,--
353406,2021/5/28 15:00,35.0,126.75,3.898192816,-1.373877618,--,--,--,--,--,--,--,--
353407,2021/5/28 15:00,35.0,127.0,3.88932169,-1.874868088,--,--,--,--,--,--,--,--
353408,2021/5/28 15:00,35.0,127.25,3.823752494,-2.265400328,--,--,--,--,--,--,--,--
353409,2021/5/28 15:00,35.0,127.5,4.065972817,-1.990872339,--,--,--,--,--,--,--,--
353410,2021/5/28 15:00,35.0,127.75,4.255352082,-1.196867147,--,--,--,--,--,--,--,--
353411,2021/5/28 15:00,35.0,128.0,3.928277506,-0.079806291,--,--,--,--,--,--,--,--
353412,2021/5/28 15:00,35.0,128.25,3.938305736,0.080566119,--,--,--,--,--,--,--,--
353413,2021/5/28 15:00,35.0,128.5,5.24274703,-0.121863609,--,--,--,--,--,--,--,--
