,time,latitude,longitude,u10,v10,cdww,mwp,pp1d,shww,dwww,wsk,wsp,wss
277160,2021/5/22 16:00,35.0,120.0,-1.920494756,7.751173906,--,--,--,--,--,--,--,--
277161,2021/5/22 16:00,35.0,120.25,-1.973335814,7.979947229,--,--,--,--,--,--,--,--
277162,2021/5/22 16:00,35.0,120.5,-2.096374481,8.235526316,--,--,--,--,--,--,--,--
277163,2021/5/22 16:00,35.0,120.75,-2.214784735,8.36447128,--,--,--,--,--,--,--,--
277164,2021/5/22 16:00,35.0,121.0,-2.266468689,8.259096901,--,--,--,--,--,--,--,--
277165,2021/5/22 16:00,35.0,121.25,-2.213627631,8.183763463,--,--,--,--,--,--,--,--
277166,2021/5/22 16:00,35.0,121.5,-2.09251747,8.055742836,--,--,--,--,--,--,--,--
277167,2021/5/22 16:00,35.0,121.75,-1.866882296,7.848691423,--,--,--,--,--,--,--,--
277168,2021/5/22 16:00,35.0,122.0,-1.522065467,7.527484433,--,--,--,--,--,--,--,--
277169,2021/5/22 16:00,35.0,122.25,-1.274059626,7.124473649,--,--,--,--,--,--,--,--
277170,2021/5/22 16:00,35.0,122.5,-0.925385785,6.740411766,--,--,--,--,--,--,--,--
277171,2021/5/22 16:00,35.0,122.75,-0.577869048,6.347106517,--,--,--,--,--,--,--,--
277172,2021/5/22 16:00,35.0,123.0,-0.32407769,5.907584434,--,--,--,--,--,--,--,--
277173,2021/5/22 16:00,35.0,123.25,-0.038658838,5.466213678,--,--,--,--,--,--,--,--
277174,2021/5/22 16:00,35.0,123.5,0.288415739,5.001272337,--,--,--,--,--,--,--,--
277175,2021/5/22 16:00,35.0,123.75,0.615490315,4.516919927,--,--,--,--,--,--,--,--
277176,2021/5/22 16:00,35.0,124.0,0.888952432,4.014080783,--,--,--,--,--,--,--,--
277177,2021/5/22 16:00,35.0,124.25,1.031661858,3.349020555,--,--,--,--,--,--,--,--
277178,2021/5/22 16:00,35.0,124.5,1.151614916,2.690430683,--,--,--,--,--,--,--,--
277179,2021/5/22 16:00,35.0,124.75,1.223741031,2.0101189,--,--,--,--,--,--,--,--
277180,2021/5/22 16:00,35.0,125.0,1.238397675,1.289136304,--,--,--,--,--,--,--,--
277181,2021/5/22 16:00,35.0,125.25,1.104559375,0.601891997,--,--,--,--,--,--,--,--
277182,2021/5/22 16:00,35.0,125.5,0.734671971,-0.192113196,--,--,--,--,--,--,--,--
277183,2021/5/22 16:00,35.0,125.75,0.256016842,-0.957001783,--,--,--,--,--,--,--,--
277184,2021/5/22 16:00,35.0,126.0,-0.186382379,-1.522233652,--,--,--,--,--,--,--,--
277185,2021/5/22 16:00,35.0,126.25,-0.399289414,-1.989948003,--,--,--,--,--,--,--,--
277186,2021/5/22 16:00,35.0,126.5,-0.378847253,-2.230275535,--,--,--,--,--,--,--,--
