,time,latitude,longitude,u10,v10,cdww,mwp,pp1d,shww,dwww,wsk,wsp,wss
379496,2021/5/30 16:00,35.0,120.0,-4.347712103,-2.514509058,--,--,--,--,--,--,--,--
379497,2021/5/30 16:00,35.0,120.25,-4.769669163,-2.20393194,--,--,--,--,--,--,--,--
379498,2021/5/30 16:00,35.0,120.5,-4.659358633,-1.988099329,--,--,--,--,--,--,--,--
379499,2021/5/30 16:00,35.0,120.75,-3.968953572,-1.627608031,--,--,--,--,--,--,--,--
379500,2021/5/30 16:00,35.0,121.0,-2.904418394,-0.890449544,--,--,--,--,--,--,--,--
379501,2021/5/30 16:00,35.0,121.25,-2.191642666,0.61760572,--,--,--,--,--,--,--,--
379502,2021/5/30 16:00,35.0,121.5,-1.675188824,1.803067488,--,--,--,--,--,--,--,--
379503,2021/5/30 16:00,35.0,121.75,-1.0977942,2.756982923,--,--,--,--,--,--,--,--
379504,2021/5/30 16:00,35.0,122.0,-0.417417369,3.529266204,--,--,--,--,--,--,--,--
379505,2021/5/30 16:00,35.0,122.25,0.294586957,4.215124007,--,--,--,--,--,--,--,--
379506,2021/5/30 16:00,35.0,122.5,0.972263881,4.88988977,--,--,--,--,--,--,--,--
379507,2021/5/30 16:00,35.0,122.75,1.603270964,5.535538928,--,--,--,--,--,--,--,--
379508,2021/5/30 16:00,35.0,123.0,2.137467059,6.129887401,--,--,--,--,--,--,--,--
379509,2021/5/30 16:00,35.0,123.25,2.426357222,6.739487429,--,--,--,--,--,--,--,--
379510,2021/5/30 16:00,35.0,123.5,2.625764717,7.252032108,--,--,--,--,--,--,--,--
379511,2021/5/30 16:00,35.0,123.75,2.69711943,7.657353734,--,--,--,--,--,--,--,--
379512,2021/5/30 16:00,35.0,124.0,2.646206878,7.995198784,--,--,--,--,--,--,--,--
379513,2021/5/30 16:00,35.0,124.25,2.435228348,8.100573164,--,--,--,--,--,--,--,--
379514,2021/5/30 16:00,35.0,124.5,2.155980715,8.117211224,--,--,--,--,--,--,--,--
379515,2021/5/30 16:00,35.0,124.75,1.823892023,8.029399241,--,--,--,--,--,--,--,--
379516,2021/5/30 16:00,35.0,125.0,1.535773263,7.744241381,--,--,--,--,--,--,--,--
379517,2021/5/30 16:00,35.0,125.25,1.229140847,7.299173278,--,--,--,--,--,--,--,--
379518,2021/5/30 16:00,35.0,125.5,0.821069029,6.840240126,--,--,--,--,--,--,--,--
379519,2021/5/30 16:00,35.0,125.75,0.33585698,6.256059355,--,--,--,--,--,--,--,--
379520,2021/5/30 16:00,35.0,126.0,-0.190625091,5.44079442,--,--,--,--,--,--,--,--
379521,2021/5/30 16:00,35.0,126.25,-0.773805233,3.853708372,--,--,--,--,--,--,--,--
379522,2021/5/30 16:00,35.0,126.5,-1.181877051,2.40342415,--,--,--,--,--,--,--,--
379523,2021/5/30 16:00,35.0,126.75,-1.357756776,1.258171026,--,--,--,--,--,--,--,--
379524,2021/5/30 16:00,35.0,127.0,-1.258245879,0.738693822,--,--,--,--,--,--,--,--
379525,2021/5/30 16:00,35.0,127.25,-1.239346522,-0.326142012,--,--,--,--,--,--,--,--
379526,2021/5/30 16:00,35.0,127.5,-0.639966933,-0.657978873,--,--,--,--,--,--,--,--
379527,2021/5/30 16:00,35.0,127.75,-0.020916585,-0.520252711,--,--,--,--,--,--,--,--
379528,2021/5/30 16:00,35.0,128.0,0.138377991,-0.073798103,--,--,--,--,--,--,--,--
379529,2021/5/30 16:00,35.0,128.25,-1.173005924,0.342153395,--,--,--,--,--,--,--,--
379530,2021/5/30 16:00,35.0,128.5,-2.305810207,0.382824208,--,--,--,--,--,--,--,--
379531,2021/5/30 16:00,35.0,128.75,-3.126196556,0.172999786,--,--,--,--,--,--,--,--
379532,2021/5/30 16:00,35.0,129.0,-3.597909064,0.031576276,--,--,--,--,--,--,--,--
379533,2021/5/30 16:00,35.0,129.25,-3.761060651,0.472022696,--,--,--,--,--,--,--,--
379534,2021/5/30 16:00,35.0,129.5,-4.308756287,1.017843494,--,--,--,--,--,--,--,--
379535,2021/5/30 16:00,35.0,129.75,-5.019603509,1.244305976,--,--,--,--,--,--,--,--
379536,2021/5/30 16:00,35.0,130.0,-5.852717996,0.924023323,--,--,--,--,--,--,--,--
379537,2021/5/30 16:00,35.25,120.0,-5.057016521,-2.993777617,--,--,--,--,--,--,--,--
379538,2021/5/30 16:00,35.25,120.25,-4.891936428,-2.641605349,--,--,--,--,--,--,--,--
379539,2021/5/30 16:00,35.25,120.5,-4.137119274,-2.361069172,--,--,--,--,--,--,--,--
379540,2021/5/30 16:00,35.25,120.75,-2.784465336,-1.958982724,--,--,--,--,--,--,--,--
379541,2021/5/30 16:00,35.25,121.0,-1.283316454,-1.274049258,--,--,--,--,--,--,--,--
379542,2021/5/30 16:00,35.25,121.25,-0.994426291,0.124009942,--,--,--,--,--,--,--,--
379543,2021/5/30 16:00,35.25,121.5,-1.104736821,1.198551312,--,--,--,--,--,--,--,--
379544,2021/5/30 16:00,35.25,121.75,-1.024510981,2.077133308,--,--,--,--,--,--,--,--
379545,2021/5/30 16:00,35.25,122.0,-0.469101323,2.844794906,--,--,--,--,--,--,--,--
379546,2021/5/30 16:00,35.25,122.25,0.266430773,3.504309114,--,--,--,--,--,--,--,--
379547,2021/5/30 16:00,35.25,122.5,0.956835834,4.190629085,--,--,--,--,--,--,--,--
379548,2021/5/30 16:00,35.25,122.75,1.652255011,4.849681125,--,--,--,--,--,--,--,--
379549,2021/5/30 16:00,35.25,123.0,2.370044854,5.42692937,--,--,--,--,--,--,--,--
379550,2021/5/30 16:00,35.25,123.25,2.747646281,6.09984646,--,--,--,--,--,--,--,--
379551,2021/5/30 16:00,35.25,123.5,3.087834697,6.72284937,--,--,--,--,--,--,--,--
