time	latitude	longitude	u10	v10	mwd	mwp	swh	ls	lx
2021/5/1 0:00:00	36.25	122.75	5.80857062	-3.455021611	--	--	--	--	
2021/5/1 0:00:00	36.25	123	6.231299082	-3.89546803	--	--	--	--	
2021/5/1 0:00:00	36.25	123.25	6.613914624	-4.092813908	--	--	--	--	
2021/5/1 0:00:00	36.25	123.5	6.864234672	-4.369190569	--	--	--	--	
2021/5/1 0:00:00	36.25	123.75	6.870020189	-4.51847094	--	--	--	--	
2021/5/1 0:00:00	36.25	124	6.95410304	-4.696405748	--	--	--	--	
2021/5/1 0:00:00	36.25	124.25	6.987273339	-4.849845633	--	--	--	--	
2021/5/1 0:00:00	36.25	124.5	7.014658121	-4.972782409	--	--	--	--	
2021/5/1 0:00:00	36.25	124.75	7.054385339	-4.951984835	--	--	--	--	
2021/5/1 0:00:00	36.25	125	7.043585707	-4.750941611	--	--	--	--	
2021/5/1 0:00:00	36.25	125.25	6.996915868	-4.373812253	--	--	--	--	
2021/5/1 0:00:00	36.25	125.5	6.849578028	-3.823369771	--	--	--	--	
2021/5/1 0:00:00	36.25	125.75	6.763566671	-3.675938073	--	--	--	--	
2021/5/1 0:00:00	36.25	126	6.558373658	-3.59367211	--	--	--	--	
2021/5/1 0:00:00	36.25	126.25	5.859097471	-3.700432995	--	--	--	--	
2021/5/1 0:00:00	36.25	126.5	4.967742109	-3.095916818	--	--	--	--	
2021/5/1 0:00:00	36.25	126.75	3.95296238	-2.310692824	--	--	--	--	
2021/5/1 0:00:00	36.25	127	3.470450239	-1.32627428	--	--	--	--	
2021/5/1 0:00:00	36.25	127.25	3.382510377	-0.777218303	--	--	--	--	
2021/5/1 0:00:00	36.25	127.5	3.446922469	-0.595586149	--	--	--	--	
2021/5/1 0:00:00	36.25	127.75	3.641315849	-0.758731569	--	--	--	--	
2021/5/1 0:00:00	36.25	128	3.756640494	-0.769361441	--	--	--	--	
2021/5/1 0:00:00	36.25	128.25	3.219744491	-0.578023752	--	--	--	--	
2021/5/1 0:00:00	36.25	128.5	3.192359709	-0.431516391	--	--	--	--	
2021/5/1 0:00:00	36.25	128.75	3.534090929	-0.645500328	--	--	--	--	
2021/5/1 0:00:00	36.25	129	3.818352678	-0.475422383	--	--	--	--	
2021/5/1 0:00:00	36.25	129.25	3.282228077	-0.429667718	--	--	--	--	
2021/5/1 0:00:00	36.25	129.5	3.659829504	-0.083965806	--	--	--	--	
2021/5/1 0:00:00	36.25	129.75	5.428654986	1.284976789	--	--	--	--	
2021/5/1 0:00:00	36.25	130	6.473519405	2.575350769	--	--	--	--	
2021/5/1 0:00:00	36.5	120	2.340731566	0.497904122	0.000930118	4.853347168	0.79711717	102.210422	
2021/5/1 0:00:00	36.5	120.25	2.850242787	0.679536276	0.000868004	4.968275506	0.848388766	104.0999527	
2021/5/1 0:00:00	36.5	120.5	3.203930743	0.66197388	0.000835266	5.037140567	0.881349078	106.3410239	
2021/5/1 0:00:00	36.5	120.75	3.866951023	0.715585406	0.000856025	5.093041711	0.907968766	109.5378461	
2021/5/1 0:00:00	36.5	121	4.497958107	0.607438016	0.000886609	5.127520212	0.930652895	113.8606968	
2021/5/1 0:00:00	36.5	121.25	5.046810845	0.242325035	0.000870616	5.150230052	0.93819605	116.4423229	
2021/5/1 0:00:00	36.5	121.5	4.880573649	-0.585880614	0.000937789	4.995122766	0.956780638	111.482305	
2021/5/1 0:00:00	36.5	121.75	4.855117373	-1.258797703	0.001100988	4.711019914	0.993621849	71.00570228	
2021/5/1 0:00:00	36.5	122	4.51917167	-1.835121612	0.00122848	4.490725274	1.023685151	359.5985515	
2021/5/1 0:00:00	36.5	122.25	4.573941234	-2.087927689	0.001357179	4.343341173	1.043198968	329.1408555	
2021/5/1 0:00:00	36.5	122.5	5.025211581	-2.288046576	0.001399252	4.173339175	1.023193206	323.6260626	
2021/5/1 0:00:00	36.5	122.75	5.751872551	-2.734501183	0.001392463	3.889420207	0.917698344	323.9446462	
2021/5/1 0:00:00	36.5	123	6.418749842	-3.351495905	0.001512089	3.286184344	0.741199427	324.4060433	
2021/5/1 0:00:00	36.5	123.25	6.901261982	-3.896392367	0.001086137	2.759352841	0.363003078	319.5229248	
2021/5/1 0:00:00	36.5	123.5	7.153124834	-4.172769029	--	--	--	--	
2021/5/1 0:00:00	36.5	123.75	7.242993202	-4.596577388	--	--	--	--	
2021/5/1 0:00:00	36.5	124	7.342504099	-4.858626832	0.00082629	3.40754867	0.22411062	230.0778171	
2021/5/1 0:00:00	36.5	124.25	7.434300974	-5.037023807	0.000979535	3.845011897	0.363495023	198.944504	
2021/5/1 0:00:00	36.5	124.5	7.593595549	-5.278275676	0.000971767	4.719018926	0.654507794	183.7788235	
2021/5/1 0:00:00	36.5	124.75	7.633708469	-5.25794027	0.000758758	4.681230488	0.68189273	166.5588276	
2021/5/1 0:00:00	36.5	125	7.716634216	-5.028242609	0.000686265	4.788619528	0.834942271	160.6870013	
2021/5/1 0:00:00	36.5	125.25	7.805345481	-4.435742809	--	--	--	--	
2021/5/1 0:00:00	36.5	125.5	7.654922032	-3.882065149	--	--	--	--	
2021/5/1 0:00:00	36.5	125.75	7.246078812	-2.891638416	--	--	--	--	
2021/5/1 0:00:00	36.5	126	6.918618534	-2.556566376	--	--	--	--	
2021/5/1 0:00:00	36.5	126.25	5.903067402	-2.481232938	--	--	--	--	
2021/5/1 0:00:00	36.5	126.5	4.749820959	-2.025534964	--	--	--	--	
2021/5/1 0:00:00	36.5	126.75	3.736198333	-1.24308398	--	--	--	--	
2021/5/1 0:00:00	36.5	127	3.508634653	-1.121071541	--	--	--	--	
2021/5/1 0:00:00	36.5	127.25	3.358211204	-1.277284436	--	--	--	--	
2021/5/1 0:00:00	36.5	127.5	3.421851894	-1.087795421	--	--	--	--	
2021/5/1 0:00:00	36.5	127.75	3.457722101	-1.085946748	--	--	--	--	
2021/5/1 0:00:00	36.5	128	3.536790837	-1.089644094	--	--	--	--	
2021/5/1 0:00:00	36.5	128.25	3.0554358	-0.757807233	--	--	--	--	
2021/5/1 0:00:00	36.5	128.5	3.052735892	-0.543823296	--	--	--	--	
2021/5/1 0:00:00	36.5	128.75	3.396395618	-0.762891084	--	--	--	--	
2021/5/1 0:00:00	36.5	129	3.209716261	-1.126155392	--	--	--	--	
2021/5/1 0:00:00	36.5	129.25	1.232226457	-1.699244122	--	--	--	--	
2021/5/1 0:00:00	36.5	129.5	1.594399838	-1.369255934	--	--	--	--	
2021/5/1 0:00:00	36.5	129.75	1.327880342	-1.189472454	--	--	--	--	
2021/5/1 0:00:00	36.5	130	2.309489773	0.089809486	--	--	--	--	
2021/5/1 0:00:00	36.75	120	2.155209312	0.709115049	0.000868657	4.810134113	0.720209775	112.3117211	
2021/5/1 0:00:00	36.75	120.25	2.552481498	0.682771454	0.00091778	4.903823694	0.799303592	111.9656733	
2021/5/1 0:00:00	36.75	120.5	2.853328397	0.635630285	0.000947515	4.94878366	0.834723629	114.2561799	
2021/5/1 0:00:00	36.75	120.75	3.045793271	0.443368259	0.000985476	4.939773279	0.851285775	116.9201984	
2021/5/1 0:00:00	36.75	121	3.424551802	0.21875445	0.000996867	4.940232992	0.857626399	118.7822649	
2021/5/1 0:00:00	36.75	121.25	4.079858059	0.075020099	0.001069523	4.863552804	0.868886473	117.4145524	
2021/5/1 0:00:00	36.75	121.5	4.058258794	-0.413953995	0.001204294	4.59351718	0.919392821	87.9126073	
2021/5/1 0:00:00	36.75	121.75	4.114956863	-1.028175706	0.00127225	4.40485082	0.966072931	2.054312158	
2021/5/1 0:00:00	36.75	122	4.27116583	-1.632691883	0.001269313	4.319619964	0.984110913	331.5631899	
2021/5/1 0:00:00	36.75	122.25	4.517243164	-1.767645035	0.001272348	4.264178534	1.000946362	321.8683597	
2021/5/1 0:00:00	36.75	122.5	4.926472086	-1.928941783	0.001264058	4.18970497	1.005592509	317.9574706	
2021/5/1 0:00:00	36.75	122.75	5.831712689	-2.175739672	0.001248292	4.049400455	0.962410674	317.2159397	
2021/5/1 0:00:00	36.75	123	6.595400969	-2.862521811	0.001320264	3.784973333	0.911139078	318.1497194	
2021/5/1 0:00:00	36.75	123.25	7.089484144	-3.61031017	0.001260369	3.47779287	0.71971783	312.678869	
2021/5/1 0:00:00	36.75	123.5	7.174724099	-4.223607545	--	--	--	--	
2021/5/1 0:00:00	36.75	123.75	7.252635731	-4.671910826	--	--	--	--	
2021/5/1 0:00:00	36.75	124	7.304705387	-5.355457787	--	--	--	--	
2021/5/1 0:00:00	36.75	124.25	7.390331042	-5.968755162	--	--	--	--	
2021/5/1 0:00:00	36.75	124.5	7.582795917	-6.223872081	--	--	--	--	
2021/5/1 0:00:00	36.75	124.75	7.898299459	-6.208158358	0.000913831	4.699986793	0.575195335	77.08625584	
2021/5/1 0:00:00	36.75	125	8.041780287	-5.952117102	0.00107344	4.759289816	0.789027408	251.4119364	
2021/5/1 0:00:00	36.75	125.25	8.079964701	-5.145633365	--	--	--	--	
2021/5/1 0:00:00	36.75	125.5	7.849315413	-3.823369771	--	--	--	--	
2021/5/1 0:00:00	36.75	125.75	7.434300974	-2.75206358	--	--	--	--	
2021/5/1 0:00:00	36.75	126	6.957960051	-1.718655192	--	--	--	--	
2021/5/1 0:00:00	36.75	126.25	5.911938528	-1.336904151	--	--	--	--	
2021/5/1 0:00:00	36.75	126.5	4.834675212	-0.989353566	--	--	--	--	
2021/5/1 0:00:00	36.75	126.75	3.806395942	-0.829905492	--	--	--	--	
2021/5/1 0:00:00	36.75	127	3.611231159	-0.860408602	--	--	--	--	
2021/5/1 0:00:00	36.75	127.25	3.367853733	-1.129852739	--	--	--	--	
2021/5/1 0:00:00	36.75	127.5	3.417609181	-1.367407261	--	--	--	--	
